CHR	POS
Sp34_Chr4	112588
Sp34_Chr4	113041
Sp34_Chr4	113045
Sp34_Chr4	113046
Sp34_Chr4	113115
Sp34_Chr4	113125
Sp34_Chr4	113434
Sp34_Chr4	113472
Sp34_Chr4	113526
Sp34_Chr4	121810
Sp34_Chr4	121822
Sp34_Chr4	121929
Sp34_Chr4	121943
Sp34_Chr4	121952
Sp34_Chr4	157936
Sp34_Chr4	157937
Sp34_Chr4	157975
Sp34_Chr4	157976
Sp34_Chr4	162147
Sp34_Chr4	162204
Sp34_Chr4	162223
Sp34_Chr4	170859
Sp34_Chr4	170900
Sp34_Chr4	177643
Sp34_Chr4	177670
Sp34_Chr4	178502
Sp34_Chr4	178576
Sp34_Chr4	178645
Sp34_Chr4	178736
Sp34_Chr4	178799
Sp34_Chr4	178898
Sp34_Chr4	181409
Sp34_Chr4	181459
Sp34_Chr4	181482
Sp34_Chr4	203568
Sp34_Chr4	203662
Sp34_Chr4	205505
Sp34_Chr4	205509
Sp34_Chr4	205518
Sp34_Chr4	205543
Sp34_Chr4	205549
Sp34_Chr4	205588
Sp34_Chr4	205654
Sp34_Chr4	206695
Sp34_Chr4	206810
Sp34_Chr4	206827
Sp34_Chr4	206842
Sp34_Chr4	233267
Sp34_Chr4	233278
Sp34_Chr4	233306
Sp34_Chr4	233342
Sp34_Chr4	233362
Sp34_Chr4	235246
Sp34_Chr4	235337
Sp34_Chr4	235417
Sp34_Chr4	235418
Sp34_Chr4	235865
Sp34_Chr4	235871
Sp34_Chr4	235893
Sp34_Chr4	235988
Sp34_Chr4	235995
Sp34_Chr4	236015
Sp34_Chr4	236067
Sp34_Chr4	236081
Sp34_Chr4	236192
Sp34_Chr4	236544
Sp34_Chr4	236683
Sp34_Chr4	236736
Sp34_Chr4	237503
Sp34_Chr4	237642
Sp34_Chr4	237689
Sp34_Chr4	271681
Sp34_Chr4	274539
Sp34_Chr4	274607
Sp34_Chr4	274664
Sp34_Chr4	274951
Sp34_Chr4	275223
Sp34_Chr4	275276
Sp34_Chr4	275343
Sp34_Chr4	275352
Sp34_Chr4	275359
Sp34_Chr4	275382
Sp34_Chr4	275401
Sp34_Chr4	275412
Sp34_Chr4	275414
Sp34_Chr4	275437
Sp34_Chr4	276638
Sp34_Chr4	281454
Sp34_Chr4	281467
Sp34_Chr4	281470
Sp34_Chr4	281489
Sp34_Chr4	281509
Sp34_Chr4	281523
Sp34_Chr4	289498
Sp34_Chr4	291371
Sp34_Chr4	291441
Sp34_Chr4	291450
Sp34_Chr4	291454
Sp34_Chr4	291462
Sp34_Chr4	291804
Sp34_Chr4	291824
Sp34_Chr4	292113
Sp34_Chr4	292133
Sp34_Chr4	292281
Sp34_Chr4	292335
Sp34_Chr4	292436
Sp34_Chr4	292440
Sp34_Chr4	296811
Sp34_Chr4	296821
Sp34_Chr4	296907
Sp34_Chr4	296929
Sp34_Chr4	299031
Sp34_Chr4	299056
Sp34_Chr4	299143
Sp34_Chr4	318906
Sp34_Chr4	318908
Sp34_Chr4	318933
Sp34_Chr4	318959
Sp34_Chr4	319227
Sp34_Chr4	320103
Sp34_Chr4	320123
Sp34_Chr4	320155
Sp34_Chr4	320162
Sp34_Chr4	320768
Sp34_Chr4	320774
Sp34_Chr4	320842
Sp34_Chr4	334586
Sp34_Chr4	334591
Sp34_Chr4	334609
Sp34_Chr4	334626
Sp34_Chr4	334632
Sp34_Chr4	339766
Sp34_Chr4	339800
Sp34_Chr4	339801
Sp34_Chr4	339813
Sp34_Chr4	339827
Sp34_Chr4	339852
Sp34_Chr4	339872
Sp34_Chr4	368824
Sp34_Chr4	368876
Sp34_Chr4	369786
Sp34_Chr4	369787
Sp34_Chr4	369808
Sp34_Chr4	369827
Sp34_Chr4	369828
Sp34_Chr4	369884
Sp34_Chr4	369897
Sp34_Chr4	369907
Sp34_Chr4	369962
Sp34_Chr4	369968
Sp34_Chr4	370139
Sp34_Chr4	370180
Sp34_Chr4	370190
Sp34_Chr4	370209
Sp34_Chr4	370212
Sp34_Chr4	370257
Sp34_Chr4	370736
Sp34_Chr4	370738
Sp34_Chr4	370741
Sp34_Chr4	370748
Sp34_Chr4	370751
Sp34_Chr4	370752
Sp34_Chr4	370753
Sp34_Chr4	370758
Sp34_Chr4	370771
Sp34_Chr4	370790
Sp34_Chr4	370793
Sp34_Chr4	370794
Sp34_Chr4	370799
Sp34_Chr4	370804
Sp34_Chr4	370805
Sp34_Chr4	370806
Sp34_Chr4	370824
Sp34_Chr4	370827
Sp34_Chr4	370844
Sp34_Chr4	370851
Sp34_Chr4	370853
Sp34_Chr4	370878
Sp34_Chr4	370885
Sp34_Chr4	370896
Sp34_Chr4	370934
Sp34_Chr4	371110
Sp34_Chr4	372617
Sp34_Chr4	372657
Sp34_Chr4	372669
Sp34_Chr4	372683
Sp34_Chr4	372696
Sp34_Chr4	372708
Sp34_Chr4	372731
Sp34_Chr4	372738
Sp34_Chr4	381017
Sp34_Chr4	381042
Sp34_Chr4	381045
Sp34_Chr4	381062
Sp34_Chr4	381100
Sp34_Chr4	382102
Sp34_Chr4	382159
Sp34_Chr4	382178
Sp34_Chr4	382969
Sp34_Chr4	382970
Sp34_Chr4	383072
Sp34_Chr4	383084
Sp34_Chr4	383114
Sp34_Chr4	383174
Sp34_Chr4	383192
Sp34_Chr4	402112
Sp34_Chr4	402135
Sp34_Chr4	402162
Sp34_Chr4	402175
Sp34_Chr4	402242
Sp34_Chr4	402267
Sp34_Chr4	404018
Sp34_Chr4	404022
Sp34_Chr4	404025
Sp34_Chr4	404139
Sp34_Chr4	404685
Sp34_Chr4	404703
Sp34_Chr4	404718
Sp34_Chr4	404720
Sp34_Chr4	404722
Sp34_Chr4	404746
Sp34_Chr4	404769
Sp34_Chr4	404789
Sp34_Chr4	404790
Sp34_Chr4	407288
Sp34_Chr4	407312
Sp34_Chr4	429815
Sp34_Chr4	429817
Sp34_Chr4	429822
Sp34_Chr4	429826
Sp34_Chr4	429920
Sp34_Chr4	435273
Sp34_Chr4	462608
Sp34_Chr4	462656
Sp34_Chr4	462688
Sp34_Chr4	462696
Sp34_Chr4	462697
Sp34_Chr4	462709
Sp34_Chr4	462731
Sp34_Chr4	462815
Sp34_Chr4	463708
Sp34_Chr4	463714
Sp34_Chr4	463715
Sp34_Chr4	463732
Sp34_Chr4	463734
Sp34_Chr4	463735
Sp34_Chr4	463738
Sp34_Chr4	463746
Sp34_Chr4	463765
Sp34_Chr4	463768
Sp34_Chr4	463785
Sp34_Chr4	463787
Sp34_Chr4	463803
Sp34_Chr4	463815
Sp34_Chr4	463818
Sp34_Chr4	463831
Sp34_Chr4	463832
Sp34_Chr4	463837
Sp34_Chr4	463842
Sp34_Chr4	463847
Sp34_Chr4	463852
Sp34_Chr4	463860
Sp34_Chr4	463882
Sp34_Chr4	463888
Sp34_Chr4	463910
Sp34_Chr4	463915
Sp34_Chr4	463919
Sp34_Chr4	463921
Sp34_Chr4	463925
Sp34_Chr4	469590
Sp34_Chr4	469601
Sp34_Chr4	469616
Sp34_Chr4	469652
Sp34_Chr4	469653
Sp34_Chr4	469669
Sp34_Chr4	470529
Sp34_Chr4	470530
Sp34_Chr4	470566
Sp34_Chr4	470588
Sp34_Chr4	470589
Sp34_Chr4	470596
Sp34_Chr4	470599
Sp34_Chr4	470774
Sp34_Chr4	470799
Sp34_Chr4	470828
Sp34_Chr4	470925
Sp34_Chr4	470992
Sp34_Chr4	471018
Sp34_Chr4	471024
Sp34_Chr4	471029
Sp34_Chr4	471042
Sp34_Chr4	471049
Sp34_Chr4	471078
Sp34_Chr4	473269
Sp34_Chr4	473298
Sp34_Chr4	473301
Sp34_Chr4	473310
Sp34_Chr4	473321
Sp34_Chr4	473324
Sp34_Chr4	473360
Sp34_Chr4	473367
Sp34_Chr4	473371
Sp34_Chr4	476683
Sp34_Chr4	476698
Sp34_Chr4	476699
Sp34_Chr4	476702
Sp34_Chr4	476726
Sp34_Chr4	476745
Sp34_Chr4	476750
Sp34_Chr4	478270
Sp34_Chr4	478284
Sp34_Chr4	478309
Sp34_Chr4	482984
Sp34_Chr4	482991
Sp34_Chr4	482992
Sp34_Chr4	482997
Sp34_Chr4	483002
Sp34_Chr4	483008
Sp34_Chr4	483039
Sp34_Chr4	483041
Sp34_Chr4	483052
Sp34_Chr4	483053
Sp34_Chr4	488621
Sp34_Chr4	488624
