CHR	POS
Sp34_Chr2	29226
Sp34_Chr2	29283
Sp34_Chr2	29309
Sp34_Chr2	29318
Sp34_Chr2	30941
Sp34_Chr2	30950
Sp34_Chr2	30954
Sp34_Chr2	30958
Sp34_Chr2	31022
Sp34_Chr2	32114
Sp34_Chr2	32191
Sp34_Chr2	32212
Sp34_Chr2	32290
Sp34_Chr2	32291
Sp34_Chr2	32292
Sp34_Chr2	33088
Sp34_Chr2	33147
Sp34_Chr2	33160
Sp34_Chr2	33179
Sp34_Chr2	33185
Sp34_Chr2	33215
Sp34_Chr2	33219
Sp34_Chr2	67556
Sp34_Chr2	70830
Sp34_Chr2	70890
Sp34_Chr2	70893
Sp34_Chr2	70911
Sp34_Chr2	70935
Sp34_Chr2	74145
Sp34_Chr2	74149
Sp34_Chr2	74155
Sp34_Chr2	74160
Sp34_Chr2	74222
Sp34_Chr2	74232
Sp34_Chr2	76000
Sp34_Chr2	76045
Sp34_Chr2	76050
Sp34_Chr2	76052
Sp34_Chr2	76058
Sp34_Chr2	76095
Sp34_Chr2	76106
Sp34_Chr2	76113
Sp34_Chr2	76117
Sp34_Chr2	84351
Sp34_Chr2	84394
Sp34_Chr2	84415
Sp34_Chr2	84449
Sp34_Chr2	84475
Sp34_Chr2	84477
Sp34_Chr2	84576
Sp34_Chr2	87298
Sp34_Chr2	87318
Sp34_Chr2	87333
Sp34_Chr2	87363
Sp34_Chr2	87365
Sp34_Chr2	87373
Sp34_Chr2	87385
Sp34_Chr2	87430
Sp34_Chr2	109357
Sp34_Chr2	109403
Sp34_Chr2	109447
Sp34_Chr2	109537
Sp34_Chr2	109542
Sp34_Chr2	109575
Sp34_Chr2	109603
Sp34_Chr2	109644
Sp34_Chr2	109656
Sp34_Chr2	109658
Sp34_Chr2	109665
Sp34_Chr2	109666
Sp34_Chr2	109677
Sp34_Chr2	109702
Sp34_Chr2	109711
Sp34_Chr2	109712
Sp34_Chr2	109714
Sp34_Chr2	109731
Sp34_Chr2	109732
Sp34_Chr2	109747
Sp34_Chr2	109770
Sp34_Chr2	117623
Sp34_Chr2	117644
Sp34_Chr2	117656
Sp34_Chr2	118690
Sp34_Chr2	118711
Sp34_Chr2	118741
Sp34_Chr2	118789
Sp34_Chr2	118791
Sp34_Chr2	121146
Sp34_Chr2	121148
Sp34_Chr2	121151
Sp34_Chr2	121164
Sp34_Chr2	121174
Sp34_Chr2	121208
Sp34_Chr2	127245
Sp34_Chr2	127301
Sp34_Chr2	127304
Sp34_Chr2	127308
Sp34_Chr2	127310
Sp34_Chr2	127311
Sp34_Chr2	127323
Sp34_Chr2	127341
Sp34_Chr2	127353
Sp34_Chr2	127360
Sp34_Chr2	127368
Sp34_Chr2	127383
Sp34_Chr2	127384
Sp34_Chr2	129068
Sp34_Chr2	129126
Sp34_Chr2	129140
Sp34_Chr2	129141
Sp34_Chr2	129175
Sp34_Chr2	129183
Sp34_Chr2	129187
Sp34_Chr2	129213
Sp34_Chr2	129214
Sp34_Chr2	129216
Sp34_Chr2	129226
Sp34_Chr2	129237
Sp34_Chr2	129241
Sp34_Chr2	129246
Sp34_Chr2	129259
Sp34_Chr2	129261
Sp34_Chr2	129274
Sp34_Chr2	129307
Sp34_Chr2	129310
Sp34_Chr2	129318
Sp34_Chr2	132712
Sp34_Chr2	132844
Sp34_Chr2	132852
Sp34_Chr2	132853
Sp34_Chr2	132855
Sp34_Chr2	132858
Sp34_Chr2	132902
Sp34_Chr2	156430
Sp34_Chr2	156431
Sp34_Chr2	156434
Sp34_Chr2	156438
Sp34_Chr2	156448
Sp34_Chr2	156476
Sp34_Chr2	156496
Sp34_Chr2	156519
Sp34_Chr2	156556
Sp34_Chr2	156569
Sp34_Chr2	156571
Sp34_Chr2	156580
Sp34_Chr2	156581
Sp34_Chr2	156582
Sp34_Chr2	156677
Sp34_Chr2	158067
Sp34_Chr2	158068
Sp34_Chr2	158081
Sp34_Chr2	158082
Sp34_Chr2	158103
Sp34_Chr2	158126
Sp34_Chr2	158146
Sp34_Chr2	158149
Sp34_Chr2	158162
Sp34_Chr2	158173
Sp34_Chr2	158179
Sp34_Chr2	158180
Sp34_Chr2	158201
Sp34_Chr2	158210
Sp34_Chr2	158242
Sp34_Chr2	158251
Sp34_Chr2	159644
Sp34_Chr2	159660
Sp34_Chr2	159665
Sp34_Chr2	159688
Sp34_Chr2	159730
Sp34_Chr2	167607
Sp34_Chr2	167646
Sp34_Chr2	167706
Sp34_Chr2	167772
Sp34_Chr2	167778
Sp34_Chr2	167786
Sp34_Chr2	167787
Sp34_Chr2	167789
Sp34_Chr2	167792
Sp34_Chr2	167801
Sp34_Chr2	167882
Sp34_Chr2	172786
Sp34_Chr2	176124
Sp34_Chr2	176155
Sp34_Chr2	176172
Sp34_Chr2	176175
Sp34_Chr2	176193
Sp34_Chr2	176207
Sp34_Chr2	176222
Sp34_Chr2	176236
Sp34_Chr2	176288
Sp34_Chr2	176292
Sp34_Chr2	183220
Sp34_Chr2	183223
Sp34_Chr2	183230
Sp34_Chr2	183231
Sp34_Chr2	183244
Sp34_Chr2	183255
Sp34_Chr2	183258
Sp34_Chr2	183262
Sp34_Chr2	193998
Sp34_Chr2	194029
Sp34_Chr2	194058
Sp34_Chr2	194092
Sp34_Chr2	196106
Sp34_Chr2	196116
Sp34_Chr2	196121
Sp34_Chr2	196138
Sp34_Chr2	196160
Sp34_Chr2	196164
Sp34_Chr2	196169
Sp34_Chr2	196177
Sp34_Chr2	196179
Sp34_Chr2	196190
Sp34_Chr2	196198
Sp34_Chr2	196200
Sp34_Chr2	196204
Sp34_Chr2	196223
Sp34_Chr2	196277
Sp34_Chr2	202801
Sp34_Chr2	202803
Sp34_Chr2	202804
Sp34_Chr2	202811
Sp34_Chr2	202829
Sp34_Chr2	204409
Sp34_Chr2	204490
Sp34_Chr2	205189
Sp34_Chr2	205332
Sp34_Chr2	210592
Sp34_Chr2	210596
Sp34_Chr2	217738
Sp34_Chr2	222365
Sp34_Chr2	222382
Sp34_Chr2	222388
Sp34_Chr2	222397
Sp34_Chr2	222506
Sp34_Chr2	222520
Sp34_Chr2	223179
Sp34_Chr2	227542
Sp34_Chr2	227555
Sp34_Chr2	227559
Sp34_Chr2	229172
Sp34_Chr2	229232
Sp34_Chr2	236076
Sp34_Chr2	236159
Sp34_Chr2	236194
Sp34_Chr2	236199
Sp34_Chr2	236206
Sp34_Chr2	236240
Sp34_Chr2	236316
Sp34_Chr2	244000
Sp34_Chr2	244004
Sp34_Chr2	244008
Sp34_Chr2	244009
Sp34_Chr2	244016
Sp34_Chr2	244065
Sp34_Chr2	244107
Sp34_Chr2	244121
Sp34_Chr2	244125
Sp34_Chr2	244130
Sp34_Chr2	244167
Sp34_Chr2	244184
Sp34_Chr2	244192
Sp34_Chr2	244194
Sp34_Chr2	244199
Sp34_Chr2	244256
Sp34_Chr2	256697
Sp34_Chr2	256719
Sp34_Chr2	256729
Sp34_Chr2	256731
Sp34_Chr2	256742
Sp34_Chr2	256752
Sp34_Chr2	256762
Sp34_Chr2	256782
Sp34_Chr2	256787
Sp34_Chr2	256791
Sp34_Chr2	256792
Sp34_Chr2	256810
Sp34_Chr2	256851
Sp34_Chr2	256872
Sp34_Chr2	256875
Sp34_Chr2	261701
Sp34_Chr2	261702
Sp34_Chr2	261711
Sp34_Chr2	261714
Sp34_Chr2	261715
Sp34_Chr2	261719
Sp34_Chr2	261749
Sp34_Chr2	261779
Sp34_Chr2	261789
Sp34_Chr2	261826
Sp34_Chr2	261841
Sp34_Chr2	261866
Sp34_Chr2	261868
Sp34_Chr2	261869
Sp34_Chr2	261873
Sp34_Chr2	261878
Sp34_Chr2	261883
Sp34_Chr2	275794
Sp34_Chr2	275865
Sp34_Chr2	275869
Sp34_Chr2	275871
Sp34_Chr2	275885
Sp34_Chr2	275916
Sp34_Chr2	279897
Sp34_Chr2	282244
Sp34_Chr2	282275
Sp34_Chr2	282277
Sp34_Chr2	282283
Sp34_Chr2	282403
Sp34_Chr2	282415
Sp34_Chr2	282426
Sp34_Chr2	282461
Sp34_Chr2	282490
Sp34_Chr2	282493
Sp34_Chr2	282531
Sp34_Chr2	282611
Sp34_Chr2	282612
Sp34_Chr2	282774
Sp34_Chr2	282789
Sp34_Chr2	282816
Sp34_Chr2	282817
Sp34_Chr2	282818
Sp34_Chr2	282819
Sp34_Chr2	282828
Sp34_Chr2	282875
Sp34_Chr2	282932
Sp34_Chr2	282933
Sp34_Chr2	288680
Sp34_Chr2	288681
Sp34_Chr2	288698
Sp34_Chr2	288699
Sp34_Chr2	288702
Sp34_Chr2	288758
Sp34_Chr2	288770
Sp34_Chr2	293062
Sp34_Chr2	293089
Sp34_Chr2	293093
Sp34_Chr2	293123
