CHR	POS
Sp34_Chr5	69823
Sp34_Chr5	69915
Sp34_Chr5	70059
Sp34_Chr5	70082
Sp34_Chr5	70166
Sp34_Chr5	80513
Sp34_Chr5	80539
Sp34_Chr5	102617
Sp34_Chr5	103558
Sp34_Chr5	104181
Sp34_Chr5	104225
Sp34_Chr5	107030
Sp34_Chr5	115957
Sp34_Chr5	116053
Sp34_Chr5	116068
Sp34_Chr5	116082
Sp34_Chr5	116114
Sp34_Chr5	116915
Sp34_Chr5	116987
Sp34_Chr5	117077
Sp34_Chr5	117081
Sp34_Chr5	122481
Sp34_Chr5	135939
Sp34_Chr5	137611
Sp34_Chr5	137614
Sp34_Chr5	140186
Sp34_Chr5	145107
Sp34_Chr5	159303
Sp34_Chr5	159341
Sp34_Chr5	159356
Sp34_Chr5	159480
Sp34_Chr5	159783
Sp34_Chr5	173627
Sp34_Chr5	173636
Sp34_Chr5	173647
Sp34_Chr5	173720
Sp34_Chr5	173736
Sp34_Chr5	177583
Sp34_Chr5	177718
Sp34_Chr5	177726
Sp34_Chr5	177727
Sp34_Chr5	213420
Sp34_Chr5	213535
Sp34_Chr5	215400
Sp34_Chr5	215434
Sp34_Chr5	215485
Sp34_Chr5	215495
Sp34_Chr5	234095
Sp34_Chr5	234125
Sp34_Chr5	234226
Sp34_Chr5	234238
Sp34_Chr5	234251
Sp34_Chr5	234252
Sp34_Chr5	234303
Sp34_Chr5	234311
Sp34_Chr5	234322
Sp34_Chr5	234359
Sp34_Chr5	237022
Sp34_Chr5	237085
Sp34_Chr5	237115
Sp34_Chr5	237146
Sp34_Chr5	237147
Sp34_Chr5	237193
Sp34_Chr5	237215
Sp34_Chr5	242449
Sp34_Chr5	242479
Sp34_Chr5	242590
Sp34_Chr5	272681
Sp34_Chr5	272739
Sp34_Chr5	272743
Sp34_Chr5	272744
Sp34_Chr5	272806
Sp34_Chr5	272850
Sp34_Chr5	272908
Sp34_Chr5	272909
Sp34_Chr5	273016
Sp34_Chr5	274835
Sp34_Chr5	274884
Sp34_Chr5	274929
Sp34_Chr5	279862
Sp34_Chr5	279981
Sp34_Chr5	280162
Sp34_Chr5	280227
Sp34_Chr5	280252
Sp34_Chr5	280367
Sp34_Chr5	288521
Sp34_Chr5	288530
Sp34_Chr5	288541
Sp34_Chr5	288557
Sp34_Chr5	288656
Sp34_Chr5	288662
Sp34_Chr5	301970
Sp34_Chr5	302047
Sp34_Chr5	302317
Sp34_Chr5	302357
Sp34_Chr5	311030
Sp34_Chr5	311071
Sp34_Chr5	311092
Sp34_Chr5	311168
Sp34_Chr5	311219
Sp34_Chr5	315613
Sp34_Chr5	318312
Sp34_Chr5	318372
Sp34_Chr5	318381
Sp34_Chr5	318395
Sp34_Chr5	318403
Sp34_Chr5	318437
Sp34_Chr5	318485
Sp34_Chr5	318532
Sp34_Chr5	318542
Sp34_Chr5	318681
Sp34_Chr5	318716
Sp34_Chr5	318718
Sp34_Chr5	318739
Sp34_Chr5	318740
Sp34_Chr5	318742
Sp34_Chr5	318743
Sp34_Chr5	318746
Sp34_Chr5	333071
Sp34_Chr5	333108
Sp34_Chr5	333128
Sp34_Chr5	333179
Sp34_Chr5	333322
Sp34_Chr5	354890
Sp34_Chr5	361562
Sp34_Chr5	361564
Sp34_Chr5	361651
Sp34_Chr5	384081
Sp34_Chr5	384116
Sp34_Chr5	384130
Sp34_Chr5	384146
Sp34_Chr5	385893
Sp34_Chr5	385904
Sp34_Chr5	385921
Sp34_Chr5	386007
Sp34_Chr5	386042
Sp34_Chr5	386091
Sp34_Chr5	386092
Sp34_Chr5	386096
Sp34_Chr5	386141
Sp34_Chr5	386151
Sp34_Chr5	387669
Sp34_Chr5	387677
Sp34_Chr5	387700
Sp34_Chr5	387701
Sp34_Chr5	387740
Sp34_Chr5	387781
Sp34_Chr5	388000
Sp34_Chr5	388377
Sp34_Chr5	388400
Sp34_Chr5	388489
Sp34_Chr5	388511
Sp34_Chr5	388516
Sp34_Chr5	388545
Sp34_Chr5	388548
Sp34_Chr5	388557
Sp34_Chr5	388705
Sp34_Chr5	388716
Sp34_Chr5	388746
Sp34_Chr5	388773
Sp34_Chr5	388777
Sp34_Chr5	388782
Sp34_Chr5	388798
Sp34_Chr5	388815
Sp34_Chr5	389406
Sp34_Chr5	389425
Sp34_Chr5	389486
Sp34_Chr5	389498
Sp34_Chr5	389706
Sp34_Chr5	389713
Sp34_Chr5	389752
Sp34_Chr5	389771
Sp34_Chr5	389790
Sp34_Chr5	397816
Sp34_Chr5	397842
Sp34_Chr5	397844
Sp34_Chr5	397875
Sp34_Chr5	397910
Sp34_Chr5	397924
Sp34_Chr5	405792
Sp34_Chr5	405836
Sp34_Chr5	405849
Sp34_Chr5	410495
Sp34_Chr5	410542
Sp34_Chr5	410557
Sp34_Chr5	410559
Sp34_Chr5	410567
Sp34_Chr5	410571
Sp34_Chr5	410581
Sp34_Chr5	410584
Sp34_Chr5	410591
Sp34_Chr5	410594
Sp34_Chr5	410595
Sp34_Chr5	410597
Sp34_Chr5	410598
Sp34_Chr5	410609
Sp34_Chr5	410634
Sp34_Chr5	410646
Sp34_Chr5	410661
Sp34_Chr5	410665
Sp34_Chr5	410672
Sp34_Chr5	410690
Sp34_Chr5	410711
Sp34_Chr5	410738
Sp34_Chr5	410752
Sp34_Chr5	410895
Sp34_Chr5	410897
Sp34_Chr5	410904
Sp34_Chr5	436116
Sp34_Chr5	436124
Sp34_Chr5	436132
Sp34_Chr5	436192
Sp34_Chr5	436198
Sp34_Chr5	436240
Sp34_Chr5	436246
Sp34_Chr5	436255
Sp34_Chr5	436308
Sp34_Chr5	437923
Sp34_Chr5	437956
Sp34_Chr5	437979
Sp34_Chr5	438009
Sp34_Chr5	438048
Sp34_Chr5	438092
Sp34_Chr5	438093
Sp34_Chr5	438095
Sp34_Chr5	438118
Sp34_Chr5	439288
Sp34_Chr5	439337
Sp34_Chr5	439373
Sp34_Chr5	439445
Sp34_Chr5	439758
Sp34_Chr5	439765
Sp34_Chr5	439777
Sp34_Chr5	439789
Sp34_Chr5	439799
Sp34_Chr5	439815
Sp34_Chr5	442425
Sp34_Chr5	442433
Sp34_Chr5	442434
Sp34_Chr5	442439
Sp34_Chr5	444041
Sp34_Chr5	444052
Sp34_Chr5	444053
Sp34_Chr5	444069
Sp34_Chr5	444070
Sp34_Chr5	444078
Sp34_Chr5	444099
Sp34_Chr5	444124
Sp34_Chr5	444169
Sp34_Chr5	444186
Sp34_Chr5	447227
Sp34_Chr5	447308
Sp34_Chr5	447348
Sp34_Chr5	447356
Sp34_Chr5	447409
Sp34_Chr5	447436
Sp34_Chr5	447440
Sp34_Chr5	452817
Sp34_Chr5	452829
Sp34_Chr5	452832
Sp34_Chr5	452894
Sp34_Chr5	452912
Sp34_Chr5	452921
Sp34_Chr5	452954
Sp34_Chr5	452969
Sp34_Chr5	455242
Sp34_Chr5	455311
Sp34_Chr5	455337
Sp34_Chr5	455341
Sp34_Chr5	455359
Sp34_Chr5	455373
Sp34_Chr5	455925
Sp34_Chr5	455954
Sp34_Chr5	455957
Sp34_Chr5	455971
Sp34_Chr5	455972
Sp34_Chr5	455975
Sp34_Chr5	455982
Sp34_Chr5	455985
Sp34_Chr5	455995
Sp34_Chr5	456017
Sp34_Chr5	456023
Sp34_Chr5	456029
Sp34_Chr5	456127
Sp34_Chr5	456130
Sp34_Chr5	458445
Sp34_Chr5	458691
Sp34_Chr5	459185
Sp34_Chr5	459278
Sp34_Chr5	459955
Sp34_Chr5	460052
Sp34_Chr5	460076
Sp34_Chr5	464548
Sp34_Chr5	464613
Sp34_Chr5	464625
Sp34_Chr5	464629
Sp34_Chr5	464634
Sp34_Chr5	464651
Sp34_Chr5	465377
Sp34_Chr5	465392
Sp34_Chr5	465506
Sp34_Chr5	465575
Sp34_Chr5	465576
Sp34_Chr5	465618
Sp34_Chr5	465629
Sp34_Chr5	470636
Sp34_Chr5	470712
Sp34_Chr5	470724
Sp34_Chr5	470803
Sp34_Chr5	470804
Sp34_Chr5	470862
Sp34_Chr5	470903
Sp34_Chr5	470906
Sp34_Chr5	470961
Sp34_Chr5	470964
Sp34_Chr5	470987
Sp34_Chr5	470990
Sp34_Chr5	476954
Sp34_Chr5	477070
Sp34_Chr5	477091
Sp34_Chr5	477115
Sp34_Chr5	477170
Sp34_Chr5	481399
Sp34_Chr5	481417
Sp34_Chr5	481422
Sp34_Chr5	481509
Sp34_Chr5	481536
Sp34_Chr5	482020
Sp34_Chr5	482097
Sp34_Chr5	482098
Sp34_Chr5	482179
Sp34_Chr5	482180
Sp34_Chr5	482194
Sp34_Chr5	482201
Sp34_Chr5	482208
Sp34_Chr5	482245
Sp34_Chr5	482265
Sp34_Chr5	483542
Sp34_Chr5	483549
